RMSE,MAE,MAPE,MASE,model,variant,window,cutoff,item_id,n
2123.5457246815213,1991.115348117068,21.171945011281167,0.5750982166366365,timesfm,xreg_static,4,-48,crown_daisy_box4kg_mid,3
2203.012943252796,1835.0254331523174,2.625631793729884,0.1453700081274384,timesfm,xreg_static,4,-48,cucumber_bdadagi_ea100_high,3
4497.822904160862,4497.553236908146,10.172863873854425,0.6287110848865664,timesfm,xreg_static,4,-48,cucumber_bdadagi_ea100_low,3
3827.2735221517605,3743.8478912732826,6.743514475818535,0.37088177014835294,timesfm,xreg_static,4,-48,cucumber_bdadagi_ea100_mid,3
4163.065038633065,3673.4918621213146,3.7324165591546588,0.25520499870755986,timesfm,xreg_static,4,-48,cucumber_bdadagi_ea100_premium,3
551.6401854794212,521.7137103790304,20.35886671701406,1.0386705255163873,timesfm,xreg_static,4,-48,garlic_chive_bundle500g_high,3
359.2153150978664,349.53876360299614,27.717980457583707,1.0560777218406143,timesfm,xreg_static,4,-48,garlic_chive_bundle500g_low,3
505.0190848427659,475.20229307186673,25.422288913633338,1.105492163341778,timesfm,xreg_static,4,-48,garlic_chive_bundle500g_mid,3
4732.518654432677,4672.521401486741,29.208806368277518,1.36472745315484,timesfm,xreg_static,4,-48,honewort_kg4_high,3
4108.562616394333,4039.6687621020264,28.489135091804798,1.362850223577458,timesfm,xreg_static,4,-48,honewort_kg4_low,3
4597.143921037942,4526.5953083165205,29.36999846795038,1.3813655920818952,timesfm,xreg_static,4,-48,honewort_kg4_mid,3
625.3713079129006,503.51897717589844,5.437223781127359,0.3405747143611445,timesfm,xreg_static,4,-48,napa_cabbage_net10kg_high,3
325.0507353782459,287.5643009952237,5.24773898161445,0.32394604846856107,timesfm,xreg_static,4,-48,napa_cabbage_net10kg_low,3
553.2677868444941,488.106273160812,5.978364846740551,0.4025622902979489,timesfm,xreg_static,4,-48,napa_cabbage_net10kg_mid,3
1030.342021015644,1004.2380397769812,9.649864378178071,0.5788486639886521,timesfm,xreg_static,4,-48,napa_cabbage_net10kg_premium,3
39.92171988517921,36.53271320287521,3.3807738923321193,0.3828895029561872,timesfm,xreg_static,4,-48,onion_kg1_high,3
42.06266399519879,40.80584240972545,5.500508408635228,0.4374254096245455,timesfm,xreg_static,4,-48,onion_kg1_low,3
