label,RMSE,MAE,MAPE,MASE
TimesFM_ZS,3364.957441558999,2994.965672286149,12.643507605869061,0.8064622435717809
TimesFM_LoRA,3426.546406971139,3056.7682505021935,13.09479475193063,0.8109547922448248
TimesFM_xreg_a,3551.1515620736777,3174.7358488957716,13.603014134025967,0.8622203148091029
TimesFM_xreg_static,3562.702633763819,3185.283102010851,13.661714546147246,0.8653609628654837
TTM_FT,3800.452233823335,3405.1890763236297,15.23022968378752,0.9309244274951589
TimesFM_xreg_b,4149.768258856116,3795.3668384746557,17.37947223443927,1.029042958437602
TTM_ZS,8198.513812821591,7884.901596621789,44.156821659367715,2.1841604040980402
